Title,number of examinations,Subtitle,Questions
34_88,34,88,"房水産生を抑制する緑内障治療薬はどれか． 
ａ　イソプロピルウノプロストン　　
ｂ　チモロールマレイン酸塩　　
ｃ　ピロカルピン塩酸塩 
ｄ　ブナゾシン塩酸塩　　　　　　　
ｅ　リパスジル塩酸塩水和物 "
34_89,34,89,"後発白内障に対する後囊切開に使用するレーザーの波長はどれか． 
ａ 488 nm　　
ｂ 514 nm　　
ｃ 532 nm　　
ｄ 800 nm　　
ｅ 1,064 nm "
34_90,34,90,"白内障術後眼内炎で正しいのはどれか．2 つ選べ． 
ａ　手術翌日に発症する例が多い． 
ｂ　眼痛がなければ眼内炎を否定できる． 
ｃ　我が国での発症頻度は 2,000～4,000 例に 1 例である． 
ｄ    Cutibacterium acnes（P. acnes）によるものは発症が遅い． 
ｅ    Staphylococcus epidermidis によるものは視力予後が悪い．"
34_91,34,91,"白内障術後に前房フレアが上昇しやすいのはどれか．2 つ選べ． 
ａ　強度近視　　
ｂ　落屑症候群　　
ｃ　加齢黄斑変性　　
ｄ　網膜色素変性　　
ｅ　顆粒状角膜ジストロフィ "
34_92,34,92,"角膜疾患に対する治療法はどれか． 
ａ　河本法　　
ｂ    Brown 法　　
ｃ    Faden 手術　　
ｄ    Anderson 法　　
 e     Krönlein 手術 "
34_93,34,93,"結膜囊で保持できる点眼薬の量はどれか． 
ａ 10μl　　
ｂ 30μl　　
ｃ 50μl　　
ｄ 70μl　　
ｅ 90μl "
34_94,34,94,"角膜の遷延性上皮欠損の治療で適切なのはどれか．2 つ選べ． 
ａ　瞼板縫合　　　　　　　　　
ｂ　全層角膜移植　　
ｃ　深部層状角膜移植 
ｄ　治療用コンタクトレンズ　　
ｅ　治療的レーザー角膜切除 "
34_95,34,95,"角膜移植で正しいのはどれか． 
ａ　角膜の提供には脳死判定が必要である． 
ｂ　国内で眼球摘出を行うのは医師である必要がある． 
ｃ　医師は角膜を提供したドナーの情報を患者に知らせる． 
ｄ    Optisol™ GS で保存した角膜は 3 日以内に使う必要がある． 
ｅ　角膜の提供には本人が亡くなる前の意思確認が必要である． "
34_96,34,96,"角膜内皮移植（DSAEK）で移植片前房内挿入後に行う手技はどれか．2 つ選べ． 
ａ　切開創の縫合　　　　　　
ｂ　前房内空気注入　　
ｃ    Descemet 膜の剝離 
ｄ　前房メンテナーの挿入　　
ｅ　フリリンガリングの縫合 "
34_97,34,97,"線維柱帯切除術後のレーザー切糸術で正しいのはどれか． 
ａ　アブラハムレンズを使う．　　　　　 
ｂ　核酸代謝阻害薬を併用する． 
ｃ　スポットサイズは 200μm である．　　
ｄ　赤色のレーザーの使用が望ましい． 
ｅ　線維柱帯切除術後 1 週以内は行わない． "
34_98,34,98,"強膜内陥術の下液排液による合併症はどれか．2 つ選べ． 
ａ　網膜穿孔　　
ｂ　脈絡膜剝離　　
ｃ　網膜下出血　　
ｄ　眼球運動障害　　
ｅ　バックル感染 "
34_99,34,99,"緑内障治療で正しいのはどれか． 
ａ iStent® は白内障手術と同時に行う． 
ｂ viscocanalostomy は濾過手術である． 
ｃ 毛様体破壊術は眼圧コントロールが容易である． 
ｄ 線維柱帯切除術は線維柱帯切開術より眼圧下降効果が小さい． 
ｅ マイクロパルス毛様体レーザー術は繰り返し行うことはできない． "
34_100,34,100,"硝子体手術が第一選択となるのはどれか．2 つ選べ． 
ａ　小児の外傷による黄斑円孔 
ｂ　網膜静脈閉塞症による黄斑浮腫 
ｃ　増殖糖尿病網膜症による牽引性網膜剝離 
ｄ　多発性後極部色素上皮症による網膜剝離 
ｅ　網膜細動脈瘤破裂による黄斑部内境界膜下出血"
